TimeSeries ID,request_count.cloud_run_revision.ALIGN_RATE.REDUCE_SUM.metric.type="run.googleapis.com/request_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization" AND resource.labels."service_name"="ollama-gemma".60s.project_id:llm-workload-characterization.response_code_class:2xx,request_count.cloud_run_revision.ALIGN_RATE.REDUCE_SUM.metric.type="run.googleapis.com/request_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization" AND resource.labels."service_name"="ollama-gemma".60s.project_id:llm-workload-characterization.response_code_class:5xx
response_code_class,2xx,5xx
project_id,llm-workload-characterization,llm-workload-characterization
Fri May 23 2025 15:47:00 GMT+0300 (GMT+03:00),0.38333333333333336,0
Fri May 23 2025 15:48:00 GMT+0300 (GMT+03:00),2.0833333333333335,0.13333333333333333
Fri May 23 2025 15:49:00 GMT+0300 (GMT+03:00),8.533333333333333,0.75
Fri May 23 2025 15:50:00 GMT+0300 (GMT+03:00),4.016666666666667,0.31666666666666665
Fri May 23 2025 15:51:00 GMT+0300 (GMT+03:00),0.45,0
Fri May 23 2025 15:52:00 GMT+0300 (GMT+03:00),0.38333333333333336,0
Fri May 23 2025 15:53:00 GMT+0300 (GMT+03:00),1.0333333333333334,0.016666666666666666
Fri May 23 2025 15:54:00 GMT+0300 (GMT+03:00),8.583333333333334,0.23333333333333334
Fri May 23 2025 15:55:00 GMT+0300 (GMT+03:00),4.583333333333333,1.3666666666666667
Fri May 23 2025 15:56:00 GMT+0300 (GMT+03:00),0.48333333333333334,0.016666666666666666
Fri May 23 2025 15:57:00 GMT+0300 (GMT+03:00),0.4166666666666667,0
Fri May 23 2025 15:58:00 GMT+0300 (GMT+03:00),0.5166666666666667,0.08333333333333333
Fri May 23 2025 15:59:00 GMT+0300 (GMT+03:00),7.95,0.38333333333333336
Fri May 23 2025 16:00:00 GMT+0300 (GMT+03:00),6.033333333333333,0.7166666666666667
Fri May 23 2025 16:01:00 GMT+0300 (GMT+03:00),0.5333333333333333,0
Fri May 23 2025 16:02:00 GMT+0300 (GMT+03:00),0.43333333333333335,0
Fri May 23 2025 16:03:00 GMT+0300 (GMT+03:00),0.4166666666666667,0
Fri May 23 2025 16:04:00 GMT+0300 (GMT+03:00),6.6,0.11666666666666667
Fri May 23 2025 16:05:00 GMT+0300 (GMT+03:00),7.4,0.5
Fri May 23 2025 16:06:00 GMT+0300 (GMT+03:00),1.15,0.03333333333333333
Fri May 23 2025 16:07:00 GMT+0300 (GMT+03:00),0.36666666666666664,0
Fri May 23 2025 16:08:00 GMT+0300 (GMT+03:00),0.2,0
Fri May 23 2025 16:09:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 16:10:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 16:11:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 16:12:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 16:13:00 GMT+0300 (GMT+03:00),0.11666666666666667,0
Fri May 23 2025 16:14:00 GMT+0300 (GMT+03:00),0.31666666666666665,0
Fri May 23 2025 16:15:00 GMT+0300 (GMT+03:00),0.31666666666666665,0
Fri May 23 2025 16:16:00 GMT+0300 (GMT+03:00),0.3,0
Fri May 23 2025 16:17:00 GMT+0300 (GMT+03:00),0.31666666666666665,0.05
Fri May 23 2025 16:18:00 GMT+0300 (GMT+03:00),2,13.366666666666667
Fri May 23 2025 16:19:00 GMT+0300 (GMT+03:00),0.3333333333333333,0
Fri May 23 2025 16:20:00 GMT+0300 (GMT+03:00),0.35,0
Fri May 23 2025 16:21:00 GMT+0300 (GMT+03:00),0.26666666666666666,0
Fri May 23 2025 16:22:00 GMT+0300 (GMT+03:00),0.38333333333333336,0
Fri May 23 2025 16:23:00 GMT+0300 (GMT+03:00),6.15,7.933333333333334
Fri May 23 2025 16:24:00 GMT+0300 (GMT+03:00),1.2,0.38333333333333336
Fri May 23 2025 16:25:00 GMT+0300 (GMT+03:00),0.36666666666666664,0
Fri May 23 2025 16:26:00 GMT+0300 (GMT+03:00),0.31666666666666665,0
Fri May 23 2025 16:27:00 GMT+0300 (GMT+03:00),0.38333333333333336,0
Fri May 23 2025 16:28:00 GMT+0300 (GMT+03:00),6.283333333333333,5.45
Fri May 23 2025 16:29:00 GMT+0300 (GMT+03:00),2.3833333333333333,1.5
Fri May 23 2025 16:30:00 GMT+0300 (GMT+03:00),0.3333333333333333,0
Fri May 23 2025 16:31:00 GMT+0300 (GMT+03:00),0.45,0
Fri May 23 2025 16:32:00 GMT+0300 (GMT+03:00),0.36666666666666664,0
Fri May 23 2025 16:33:00 GMT+0300 (GMT+03:00),5.083333333333333,4.75
Fri May 23 2025 16:34:00 GMT+0300 (GMT+03:00),3.85,1.8
Fri May 23 2025 16:35:00 GMT+0300 (GMT+03:00),0.35,0
Fri May 23 2025 16:36:00 GMT+0300 (GMT+03:00),0.4166666666666667,0
Fri May 23 2025 16:37:00 GMT+0300 (GMT+03:00),0.38333333333333336,0
Fri May 23 2025 16:38:00 GMT+0300 (GMT+03:00),2.8833333333333333,2.316666666666667
Fri May 23 2025 16:39:00 GMT+0300 (GMT+03:00),6.833333333333333,3.5
